subject_code,subject_name,party_name,rule_id,path_readable,evidence,report_period,confidence,score,gold_parties_of_subject,name_variants,human_class,human_note
000036,华联控股,杭州里仁股权投资合伙企业(有限合伙),R1,杭州里仁股权投资合伙企业(有限合伙) -HOLDS [5.0%]-> 000036,holding#85925 src=stock_ggcg_em period=2022-12-16,,high,0.75,"浙江华联杭州湾创业有限公司, 杭州华联千岛湖创业有限公司, 杭州星光大道经营管理有限公司, 淳安千岛湖进贤湾游船艇有限公司, 深圳市恒裕实业（集团）有限公司, 深圳纺织服装研究所, 深圳市中冠创业有限责任公司, 深圳南华印染有限公司, 拆入, 拆出, 华联发展集团有限公司, 恒裕资本, 龚泽民",杭州里仁股权投资合伙企业(有限合伙),,
000048,京基智农,林志,R1,林志 -HOLDS [15.81%]-> 000048,holding#181886 src=stock_ggcg_em period=2016-02-24,,high,0.75,"深圳市京基物业管理有限公司京基一百物业服务中心, 深圳市京基一百大厦酒店管理有限公司, 深圳市京基晶都酒店管理有限公司, 深圳市粤菜王府餐饮管理有限公司, 深圳市京基时代实业有限公司, 京基集团有限公司大梅沙酒店, 深圳市京基房地产股份有限公司京基一百大厦一期停车场, 深圳市京基物业管理有限公司, 深圳市京基海湾酒店管理有限公司, 北京京基餐饮有限公司, 陈华",林志,,
000048,京基智农,上海中西药业股份有限公司,R1,上海中西药业股份有限公司 -HOLDS [17.27%]-> 000048,holding#200825 src=stock_ggcg_em period=2010-04-13,,high,0.75,"深圳市京基物业管理有限公司京基一百物业服务中心, 深圳市京基一百大厦酒店管理有限公司, 深圳市京基晶都酒店管理有限公司, 深圳市粤菜王府餐饮管理有限公司, 深圳市京基时代实业有限公司, 京基集团有限公司大梅沙酒店, 深圳市京基房地产股份有限公司京基一百大厦一期停车场, 深圳市京基物业管理有限公司, 深圳市京基海湾酒店管理有限公司, 北京京基餐饮有限公司, 陈华",上海中西药业股份有限公司,,
000055,方大集团,深圳市时利和投资有限公司,R1,深圳市时利和投资有限公司 -HOLDS [11.81%]-> 000055,holding#200427 src=stock_ggcg_em period=2010-11-04,,high,0.75,"董事、经理及董事会秘书, 深圳市邦林科技发展有限公司, 盛久投资有限公司, 熊建明, 熊希, 方大建科公司, 方大智源公司, 方大置业公司, 方大新材料公司, 方大智建公司, 方大云筑公司, 方大东莞新材公司",深圳市时利和投资有限公司,,
000056,*ST皇庭,钟革,R1,钟革 -HOLDS [5.0%]-> 000056,holding#77011 src=stock_ggcg_em period=2023-11-09,,high,0.75,"郑康雄, 黄凯玲, 深圳市皇庭集团有限公司（以下简称“皇庭集团”）, 深圳市皇庭商业管理有限公司（以下简称“皇庭商业管理”）, 深圳市皇庭酒店管理有限公司（以下简称“皇庭酒店”）, 深圳市皇庭唯尚会科技服务有限公司（以下简称“皇庭唯尚会”）, 郑康豪, 深圳市皇庭产业控股有限公司, 深圳市皇庭投资管理有限公司, 皇庭国际集团有限公司, 郑小燕, 深圳市皇庭集团有限公司, 皇庭商业管理, 简称, 皇庭酒店",钟革,,
000056,*ST皇庭,深圳市特发集团有限公司,R1,深圳市特发集团有限公司 -HOLDS [11.5055%]-> 000056,holding#200712 src=stock_ggcg_em period=2014-09-24,,high,0.75,"郑康雄, 黄凯玲, 深圳市皇庭集团有限公司（以下简称“皇庭集团”）, 深圳市皇庭商业管理有限公司（以下简称“皇庭商业管理”）, 深圳市皇庭酒店管理有限公司（以下简称“皇庭酒店”）, 深圳市皇庭唯尚会科技服务有限公司（以下简称“皇庭唯尚会”）, 郑康豪, 深圳市皇庭产业控股有限公司, 深圳市皇庭投资管理有限公司, 皇庭国际集团有限公司, 郑小燕, 深圳市皇庭集团有限公司, 皇庭商业管理, 简称, 皇庭酒店",深圳市特发集团有限公司,,
000056,*ST皇庭,苏州和瑞九鼎投资中心(有限合伙),R1,苏州和瑞九鼎投资中心(有限合伙) -HOLDS [10.18%]-> 000056,holding#144737 src=stock_ggcg_em period=2022-05-26,,high,0.75,"郑康雄, 黄凯玲, 深圳市皇庭集团有限公司（以下简称“皇庭集团”）, 深圳市皇庭商业管理有限公司（以下简称“皇庭商业管理”）, 深圳市皇庭酒店管理有限公司（以下简称“皇庭酒店”）, 深圳市皇庭唯尚会科技服务有限公司（以下简称“皇庭唯尚会”）, 郑康豪, 深圳市皇庭产业控股有限公司, 深圳市皇庭投资管理有限公司, 皇庭国际集团有限公司, 郑小燕, 深圳市皇庭集团有限公司, 皇庭商业管理, 简称, 皇庭酒店",苏州和瑞九鼎投资中心(有限合伙),,
000056,*ST皇庭,深圳茂业商厦有限公司,R1,深圳茂业商厦有限公司 -HOLDS [6.15%]-> 000056,holding#197001 src=stock_ggcg_em period=2012-04-30,,high,0.75,"郑康雄, 黄凯玲, 深圳市皇庭集团有限公司（以下简称“皇庭集团”）, 深圳市皇庭商业管理有限公司（以下简称“皇庭商业管理”）, 深圳市皇庭酒店管理有限公司（以下简称“皇庭酒店”）, 深圳市皇庭唯尚会科技服务有限公司（以下简称“皇庭唯尚会”）, 郑康豪, 深圳市皇庭产业控股有限公司, 深圳市皇庭投资管理有限公司, 皇庭国际集团有限公司, 郑小燕, 深圳市皇庭集团有限公司, 皇庭商业管理, 简称, 皇庭酒店",深圳茂业商厦有限公司,,
000056,*ST皇庭,郑康豪先生及其控股的百利亚太投资有限公司、深圳市皇庭投资管理有限公司、皇庭国际集团有限公司,R1,郑康豪先生及其控股的百利亚太投资有限公司、深圳市皇庭投资管理有限公司、皇庭国际集团有限公司 -HOLDS [18.7%]-> 000056,holding#182348 src=stock_ggcg_em period=2013-07-25,,high,0.75,"郑康雄, 黄凯玲, 深圳市皇庭集团有限公司（以下简称“皇庭集团”）, 深圳市皇庭商业管理有限公司（以下简称“皇庭商业管理”）, 深圳市皇庭酒店管理有限公司（以下简称“皇庭酒店”）, 深圳市皇庭唯尚会科技服务有限公司（以下简称“皇庭唯尚会”）, 郑康豪, 深圳市皇庭产业控股有限公司, 深圳市皇庭投资管理有限公司, 皇庭国际集团有限公司, 郑小燕, 深圳市皇庭集团有限公司, 皇庭商业管理, 简称, 皇庭酒店",郑康豪先生及其控股的百利亚太投资有限公司、深圳市皇庭投资管理有限公司、皇庭国际集团有限公司,,
000058,深 赛 格,广州福达企业集团有限公司,R1,广州福达企业集团有限公司 -HOLDS [15.39%]-> 000058,holding#197504 src=stock_ggcg_em period=2012-11-23,,high,0.75,"深圳市投控资本有限公司, 小 计",广州福达企业集团有限公司,,
000059,华锦股份,中兵投资管理有限责任公司,R1,中兵投资管理有限责任公司 -HOLDS [5.78%]-> 000059,holding#163047 src=stock_ggcg_em period=2018-06-08,,high,0.75,"拆入, 中国兵器工业集团有限公司, 华锦阿美石油化工有限公司, 辽宁北方华锦五洲化工工程设计有限公司, 盘锦辽东湾港务有限公司, 包头中兵物流有限公司, 北奔重型汽车集团有限公司, 北方石油国际有限公司, 北京北方车辆集团有限公司, 大连北方化学工业有限公司, 辽宁庆阳特种化工有限公司, 山西新华防化装备研究院有限公司, 天津兵工物资有限公司, 振华石油控股有限公司, 中兵融资租赁有限责任公司",中兵投资管理有限责任公司,,
000061,农 产 品,生命人寿保险股份有限公司-万能H,R1,生命人寿保险股份有限公司-万能H -HOLDS [10.19%]-> 000061,holding#183955 src=stock_ggcg_em period=2014-03-13,,high,0.75,"深圳农业与食品投资控股集团有限公司, 深圳市圳品集团有限公司, 深圳农业科技创新集团有限公司, 天津凯吉星检测有限公司, 农产品智慧流通工业设计研究院（深圳）有限公司, 深圳市深粮多喜米商务有限公司, 深圳深深宝茶文化商业管理有限公司, 深圳市医疗物资有限公司, 东莞市深粮物流有限公司, 深圳市面粉有限公司, 深圳市深粮贝格厨房食品供应链有限公司, 深圳海吉星马克市场管理有限公司, 深圳市圳食荟冷链集配有限公司, 惠州深粮食品有限公司, 双鸭山深粮粮食基地有限公司",生命人寿保险股份有限公司-万能H,,
000061,农 产 品,生命人寿保险股份有限公司-分红,R1,生命人寿保险股份有限公司-分红 -HOLDS [9.81%]-> 000061,holding#183250 src=stock_ggcg_em period=2014-04-08,,high,0.75,"深圳农业与食品投资控股集团有限公司, 深圳市圳品集团有限公司, 深圳农业科技创新集团有限公司, 天津凯吉星检测有限公司, 农产品智慧流通工业设计研究院（深圳）有限公司, 深圳市深粮多喜米商务有限公司, 深圳深深宝茶文化商业管理有限公司, 深圳市医疗物资有限公司, 东莞市深粮物流有限公司, 深圳市面粉有限公司, 深圳市深粮贝格厨房食品供应链有限公司, 深圳海吉星马克市场管理有限公司, 深圳市圳食荟冷链集配有限公司, 惠州深粮食品有限公司, 双鸭山深粮粮食基地有限公司",生命人寿保险股份有限公司-分红,,
300750,宁德时代,宁波联合创新新能源投资管理合伙企业(有限合伙),R1,宁波联合创新新能源投资管理合伙企业(有限合伙) -HOLDS [7.15%]-> 300750,holding#117800 src=stock_ggcg_em period=2020-07-24,,high,0.75,"厦门瑞庭投资有限公司, 曾毓群, 晋江闽投电力储能科技有限公司, 宜春龙蟠时代锂业科技有限公司",宁波联合创新新能源投资管理合伙企业(有限合伙),,
000008,神州高铁,福瑞医科,R3,000008 -HELD_BY [23.25%]-> 中国国投高新产业投资有限公司 | 000008 -HELD_BY [23.67%]-> 中国国投高新产业投资有限公司,holding#119712 src=stock_ggcg_em period=2020-06-23 | holding#119674 src=stock_ggcg_em period=2020-06-23 | holding#119561 src=stock_ggcg_em period=2020-06-29,,low,0.5,"——, 国投高新, 国投集团, 国投源通网络科技有限公司, 新联铁, 廊坊新路通机电科技发展有限公司, 华兴致远, 武汉利德, 南京拓控, 神铁运维",福瑞医科,,
000014,沙河股份,朗科科技,R3,000014 -HELD_BY [5.02%]-> 中科汇通(深圳)股权投资基金有限公司 | 000014 -HELD_BY [9.05%]-> 中科汇通(深圳)股权投资基金有限公司,holding#168978 src=stock_ggcg_em period=2015-07-17 | holding#168953 src=stock_ggcg_em period=2015-07-17 | holding#168368 src=stock_ggcg_em period=2015-08-03,,low,0.5,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",朗科科技,,
000014,沙河股份,大晟文化,R3,000014 -HELD_BY [5.54%]-> 中科汇通(深圳)股权投资基金有限公司 | 000014 -HELD_BY [8.91%]-> 中科汇通(深圳)股权投资基金有限公司,holding#168547 src=stock_ggcg_em period=2015-07-29 | holding#168508 src=stock_ggcg_em period=2015-07-29 | holding#168368 src=stock_ggcg_em period=2015-08-03,,low,0.4,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",大晟文化,,
000014,沙河股份,国华退,R3,000014 -HELD_BY [5.54%]-> 中科汇通(深圳)股权投资基金有限公司 | 000014 -HELD_BY [8.91%]-> 中科汇通(深圳)股权投资基金有限公司,holding#168547 src=stock_ggcg_em period=2015-07-29 | holding#168548 src=stock_ggcg_em period=2015-07-29 | holding#168368 src=stock_ggcg_em period=2015-08-03,,low,0.4,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",国华退,,
000031,大悦城,中粮糖业,R3,000031 -HELD_BY [49.13%]-> 中粮集团有限公司 | 000031 -HELD_BY [47.67%]-> 中粮集团有限公司,holding#172590 src=stock_ggcg_em period=2015-04-28 | holding#172546 src=stock_ggcg_em period=2015-04-28 | holding#172457 src=stock_ggcg_em period=2015-04-30,,low,0.4,"明毅有限公司, 中粮集团, 国务院国有资产监督管理委员会",中粮糖业,,
000014,沙河股份,华设集团,R3,000014 -HELD_BY [9.06%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.41%]-> 603018,holding#168121 src=stock_ggcg_em period=2015-08-13 | holding#168099 src=stock_ggcg_em period=2015-08-13,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",华设集团,,
000014,沙河股份,北矿科技,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [9.3%]-> 600980,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157638 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",北矿科技,,
000014,沙河股份,祥龙电业,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.54%]-> 600769,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157639 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",祥龙电业,,
000014,沙河股份,富邦新材,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.02%]-> 600768,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157640 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",富邦新材,,
000014,沙河股份,大连圣亚,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.01%]-> 600593,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157643 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",大连圣亚,,
000014,沙河股份,天晟新材,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.01%]-> 300169,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157651 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",天晟新材,,
000014,沙河股份,三变科技,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.25%]-> 002112,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157668 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",三变科技,,
000014,沙河股份,国投丰乐,R3,000014 -HELD_BY [11.51%]-> 中科汇通(深圳)股权投资基金有限公司 | 中科汇通(深圳)股权投资基金有限公司 -HOLDS [5.01%]-> 000713,holding#157673 src=stock_ggcg_em period=2017-06-16 | holding#157671 src=stock_ggcg_em period=2017-06-16,,low,0.3,"沙河集团, 深圳沙河集团, 深业托育(深圳)有限公司, 深业智慧科技(深圳)有限公司",国投丰乐,,
000029,深深房Ａ,ST深天,R3,000029 -HELD_BY [55.78%]-> 深圳市投资控股有限公司 | 深圳市投资控股有限公司 -HOLDS [5.91%]-> 000023,holding#85060 src=stock_ggcg_em period=2022-12-30 | holding#85062 src=stock_ggcg_em period=2022-12-30,,low,0.3,"小 计, 深圳市人民政府国有资产监督管理委员会",ST深天,,
000059,华锦股份,光电股份,R3,000059 -HELD_BY [5.78%]-> 中兵投资管理有限责任公司 | 中兵投资管理有限责任公司 -HOLDS [15.98%]-> 600184,holding#148757 src=stock_ggcg_em period=2018-06-08 | holding#148719 src=stock_ggcg_em period=2018-06-08,,low,0.3,"拆入, 中国兵器工业集团有限公司, 华锦阿美石油化工有限公司, 辽宁北方华锦五洲化工工程设计有限公司, 盘锦辽东湾港务有限公司, 包头中兵物流有限公司, 北奔重型汽车集团有限公司, 北方石油国际有限公司, 北京北方车辆集团有限公司, 大连北方化学工业有限公司, 辽宁庆阳特种化工有限公司, 山西新华防化装备研究院有限公司, 天津兵工物资有限公司, 振华石油控股有限公司, 中兵融资租赁有限责任公司",光电股份,,
000059,华锦股份,北化股份,R3,000059 -HELD_BY [5.78%]-> 中兵投资管理有限责任公司 | 中兵投资管理有限责任公司 -HOLDS [12.56%]-> 002246,holding#148757 src=stock_ggcg_em period=2018-06-08 | holding#148752 src=stock_ggcg_em period=2018-06-08,,low,0.3,"拆入, 中国兵器工业集团有限公司, 华锦阿美石油化工有限公司, 辽宁北方华锦五洲化工工程设计有限公司, 盘锦辽东湾港务有限公司, 包头中兵物流有限公司, 北奔重型汽车集团有限公司, 北方石油国际有限公司, 北京北方车辆集团有限公司, 大连北方化学工业有限公司, 辽宁庆阳特种化工有限公司, 山西新华防化装备研究院有限公司, 天津兵工物资有限公司, 振华石油控股有限公司, 中兵融资租赁有限责任公司",北化股份,,
000061,农 产 品,金地集团,R3,000061 -HELD_BY [5.5%]-> 生命人寿保险股份有限公司-万能H | 生命人寿保险股份有限公司-万能H -HOLDS [5.41%]-> 600383,holding#183736 src=stock_ggcg_em period=2013-01-25 | holding#183731 src=stock_ggcg_em period=2013-01-25,,low,0.3,"深圳农业与食品投资控股集团有限公司, 深圳市圳品集团有限公司, 深圳农业科技创新集团有限公司, 天津凯吉星检测有限公司, 农产品智慧流通工业设计研究院（深圳）有限公司, 深圳市深粮多喜米商务有限公司, 深圳深深宝茶文化商业管理有限公司, 深圳市医疗物资有限公司, 东莞市深粮物流有限公司, 深圳市面粉有限公司, 深圳市深粮贝格厨房食品供应链有限公司, 深圳海吉星马克市场管理有限公司, 深圳市圳食荟冷链集配有限公司, 惠州深粮食品有限公司, 双鸭山深粮粮食基地有限公司",金地集团,,
